savename=waffle_wikiart; dataset=wikiart; mode=waffle; model_size=ViT-B/32,41.0306453704834,0.0,41.0306453704834,41.0306453704834,77.8498113155365,0.0,77.8498113155365,77.8498113155365
savename=waffle_wikiart; dataset=wikiart; mode=waffle; model_size=ViT-B/32,39.59653377532959,0.0,39.59653377532959,39.59653377532959,77.71843075752258,0.0,77.71843075752258,77.71843075752258
