savename=baseline_wikiart; dataset=wikiart; mode=clip; model_size=ViT-B/32,43.606650829315186,0.0,43.606650829315186,43.606650829315186,77.04557776451111,0.0,77.04557776451111,77.04557776451111
savename=baseline_wikiart; dataset=wikiart; mode=gpt_descriptions; model_size=ViT-B/32,38.73704671859741,0.0,38.73704671859741,38.73704671859741,82.66907334327698,0.0,82.66907334327698,82.66907334327698
